代码,简称,日期,开盘价(元),收盘价(元),成交金额(元)
600004.SH,白云机场,2005-02-28,5.4546,5.3631,21682781
600004.SH,白云机场,2005-03-01,5.3388,5.3875,14961370
600004.SH,白云机场,2005-03-02,5.3875,5.3205,20929129
600004.SH,白云机场,2005-03-03,5.3205,5.3327,14528115
600004.SH,白云机场,2005-03-04,5.3205,5.2473,21126139
600004.SH,白云机场,2005-03-07,5.2412,5.2412,28769521
600004.SH,白云机场,2005-03-08,5.2534,5.357,43175531
600004.SH,白云机场,2005-03-09,5.3509,5.3814,35930937
600004.SH,白云机场,2005-03-10,5.3753,5.2412,31030860
600004.SH,白云机场,2005-03-11,5.2291,5.2473,26579512
600004.SH,白云机场,2005-03-14,5.2412,5.3388,40057392
600004.SH,白云机场,2005-03-15,5.3388,5.2291,24905603
600004.SH,白云机场,2005-03-16,5.2047,5.1376,21895135
600004.SH,白云机场,2005-03-17,5.1376,5.1072,18371893
600004.SH,白云机场,2005-03-18,5.1072,5.1498,15558823
600004.SH,白云机场,2005-03-21,5.1376,5.2047,14635600
600004.SH,白云机场,2005-03-22,5.2108,5.1315,16548770
600004.SH,白云机场,2005-03-23,5.1194,4.8207,96792897
600004.SH,白云机场,2005-03-24,4.772,4.7293,99539519
600004.SH,白云机场,2005-03-25,4.6806,4.6988,27345858
600004.SH,白云机场,2005-03-28,4.6988,4.6806,21919190
600004.SH,白云机场,2005-03-29,4.6806,4.6257,43585411
600004.SH,白云机场,2005-03-30,4.6318,4.5038,30136814
600004.SH,白云机场,2005-03-31,4.4855,4.5769,24013299
600004.SH,白云机场,2005-04-01,4.5587,4.7415,40895707
600004.SH,白云机场,2005-04-04,4.6866,4.5038,44796436
600004.SH,白云机场,2005-04-05,4.5099,4.3819,57238886
600004.SH,白云机场,2005-04-06,4.3454,4.516,43536475
600004.SH,白云机场,2005-04-07,4.516,4.6196,69442321
600004.SH,白云机场,2005-04-08,4.6562,4.6988,47211709
600004.SH,白云机场,2005-04-11,4.6927,4.7049,38609642
600004.SH,白云机场,2005-04-12,4.6927,4.6318,30520581
600004.SH,白云机场,2005-04-13,4.6806,4.7171,41490682
600004.SH,白云机场,2005-04-14,4.7537,4.6806,22286598
600004.SH,白云机场,2005-04-15,4.6501,4.5648,26252780
600004.SH,白云机场,2005-04-18,4.5099,4.5404,16153475
600004.SH,白云机场,2005-04-19,4.5404,4.5769,13595467
600004.SH,白云机场,2005-04-20,4.5709,4.4794,19449925
600004.SH,白云机场,2005-04-21,4.4733,4.5221,17826739
600004.SH,白云机场,2005-04-22,4.5099,4.6013,26029750
600004.SH,白云机场,2005-04-25,4.5709,4.5282,23694811
600004.SH,白云机场,2005-04-26,4.5221,4.3697,53071590
600004.SH,白云机场,2005-04-27,4.3758,4.2539,42007473
600004.SH,白云机场,2005-04-28,4.2539,4.2722,70607191
600004.SH,白云机场,2005-04-29,4.1442,4.3819,64153213
600004.SH,白云机场,2005-05-09,4.388,4.3636,21303845
600004.SH,白云机场,2005-05-10,4.3636,4.3636,17345182
600004.SH,白云机场,2005-05-11,4.3515,4.2539,14257651
600004.SH,白云机场,2005-05-12,4.2539,4.1381,20371760
600004.SH,白云机场,2005-05-13,4.1138,4.2052,16002245
600004.SH,白云机场,2005-05-16,4.1991,4.1381,9246343
600004.SH,白云机场,2005-05-17,4.0406,4.0284,28791213
600004.SH,白云机场,2005-05-18,4.0284,4.0224,18098643
600004.SH,白云机场,2005-05-19,4.0284,4.0833,16831426
600004.SH,白云机场,2005-05-20,4.0833,4.0955,14805993
600004.SH,白云机场,2005-05-23,4.0894,4.0467,11980140
600004.SH,白云机场,2005-05-24,4.0589,4.1686,20719572
600004.SH,白云机场,2005-05-25,4.1564,4.1747,14700905
600004.SH,白云机场,2005-05-26,4.1747,4.1442,14343066
600004.SH,白云机场,2005-05-27,4.1381,4.126,10188321
600004.SH,白云机场,2005-05-30,4.126,4.1321,8520461
600004.SH,白云机场,2005-06-01,4.1321,4.2174,30236694
600004.SH,白云机场,2005-06-02,4.193,4.1016,18841731
600004.SH,白云机场,2005-06-03,4.0833,4.1381,14670539
600004.SH,白云机场,2005-06-06,4.1321,4.2174,15529421
600004.SH,白云机场,2005-06-07,4.2296,4.2174,28156684
600004.SH,白云机场,2005-06-08,4.6379,4.5099,82254663
600004.SH,白云机场,2005-06-09,4.5099,4.4855,49278600
600004.SH,白云机场,2005-06-10,4.4855,4.3332,32544794
600004.SH,白云机场,2005-06-13,4.3575,4.3758,21281325
600004.SH,白云机场,2005-06-14,4.3758,4.4063,71973977
600004.SH,白云机场,2005-06-15,4.388,4.4368,81451268
600004.SH,白云机场,2005-06-16,4.4307,4.6257,71285557
600004.SH,白云机场,2005-06-17,4.6318,4.7232,98657131
600004.SH,白云机场,2005-06-20,4.6866,4.8573,132367718
600004.SH,白云机场,2005-06-22,4.7781,4.8512,75653095
600004.SH,白云机场,2005-06-23,4.8573,4.7659,33500624
600004.SH,白云机场,2005-06-24,4.7415,4.8756,47586708
600004.SH,白云机场,2005-06-27,4.8939,4.8817,64850398
600004.SH,白云机场,2005-06-28,4.8878,4.906,43631896
600004.SH,白云机场,2005-06-29,4.906,4.8451,35548703
600004.SH,白云机场,2005-06-30,4.8085,4.6866,36522584
600004.SH,白云机场,2005-07-01,4.6623,4.6866,37555478
600004.SH,白云机场,2005-07-04,4.6866,4.8085,34867721
600004.SH,白云机场,2005-07-05,4.8207,4.7415,23867039
600004.SH,白云机场,2005-07-06,4.7537,4.7537,21986050
600004.SH,白云机场,2005-07-07,4.7537,4.7476,10905713
600004.SH,白云机场,2005-07-08,4.7232,4.7232,18146665
600004.SH,白云机场,2005-07-11,4.7537,4.7476,20676379
600004.SH,白云机场,2005-07-12,4.7842,4.9914,63761463
600004.SH,白云机场,2005-07-13,4.9914,4.9365,24671994
600004.SH,白云机场,2005-07-14,4.9365,5.0218,60198529
600004.SH,白云机场,2005-07-15,5.091,5.0533,16212633
600004.SH,白云机场,2005-07-18,5.0533,5.1664,35846818
600004.SH,白云机场,2005-07-19,5.1538,5.1664,22781909
600004.SH,白云机场,2005-07-20,5.1601,5.2355,40042585
600004.SH,白云机场,2005-07-21,5.2481,5.2167,30937604
600004.SH,白云机场,2005-07-22,5.2733,5.3738,67390288
600004.SH,白云机场,2005-07-25,5.3612,5.2607,45544707
600004.SH,白云机场,2005-07-26,5.2544,5.3738,54782547
600004.SH,白云机场,2005-07-27,5.355,5.4618,47290316
600004.SH,白云机场,2005-07-28,5.4555,5.3424,41849595
600004.SH,白云机场,2005-07-29,5.3361,5.3424,18411182
600004.SH,白云机场,2005-08-01,5.3361,5.3487,21001169
600004.SH,白云机场,2005-08-02,5.3487,5.2921,53761712
600004.SH,白云机场,2005-08-03,5.2921,5.223,61832948
600004.SH,白云机场,2005-08-04,5.2167,5.2858,26298677
600004.SH,白云机场,2005-08-05,5.2733,5.4115,42485328
600004.SH,白云机场,2005-08-08,5.4178,5.355,37835190
600004.SH,白云机场,2005-08-09,5.355,5.3801,22425065
600004.SH,白云机场,2005-08-10,5.355,5.4618,43973213
600004.SH,白云机场,2005-08-11,5.4618,5.4618,60258871
600004.SH,白云机场,2005-08-12,5.4681,5.3047,46631336
600004.SH,白云机场,2005-08-15,5.311,5.3298,28289005
600004.SH,白云机场,2005-08-16,5.311,5.1601,67410582
600004.SH,白云机场,2005-08-17,5.1475,5.1978,36857249
600004.SH,白云机场,2005-08-18,5.1978,5.0596,43434511
600004.SH,白云机场,2005-08-19,5.0596,5.0973,26107398
600004.SH,白云机场,2005-08-22,5.0973,5.2104,16898760
600004.SH,白云机场,2005-08-23,5.1978,5.1538,18877846
600004.SH,白云机场,2005-08-24,5.1538,5.1538,23098090
600004.SH,白云机场,2005-08-25,5.1538,5.0847,24594571
600004.SH,白云机场,2005-08-26,5.0784,5.0847,13712924
600004.SH,白云机场,2005-08-29,5.0784,5.1601,16999671
600004.SH,白云机场,2005-08-30,5.1538,5.1601,11046009
600004.SH,白云机场,2005-08-31,5.1475,5.223,13004470
600004.SH,白云机场,2005-09-01,5.2167,5.223,19719231
600004.SH,白云机场,2005-09-02,5.2355,5.3172,34247726
600004.SH,白云机场,2005-09-05,5.3047,5.2733,18156850
600004.SH,白云机场,2005-09-06,5.2481,5.1413,21464721
600004.SH,白云机场,2005-09-07,5.1287,5.1727,18444106
600004.SH,白云机场,2005-09-08,5.1915,5.2355,30878257
600004.SH,白云机场,2005-09-09,5.2418,5.1664,10939306
600004.SH,白云机场,2005-09-12,5.1664,5.1413,14417708
600004.SH,白云机场,2005-09-13,5.1538,5.223,13575467
600004.SH,白云机场,2005-09-14,5.223,5.2858,26511107
600004.SH,白云机场,2005-09-15,5.2921,5.311,19083081
600004.SH,白云机场,2005-09-16,5.2858,5.2544,12361500
600004.SH,白云机场,2005-09-19,5.2355,5.1978,14558099
600004.SH,白云机场,2005-09-20,5.1915,5.1978,20642120
600004.SH,白云机场,2005-09-21,5.2104,5.1036,18053407
600004.SH,白云机场,2005-09-22,5.0847,4.9967,25339514
600004.SH,白云机场,2005-09-23,4.9716,4.9087,19034890
600004.SH,白云机场,2005-09-26,4.9024,4.8836,13284406
600004.SH,白云机场,2005-09-27,4.8836,4.783,29162947
600004.SH,白云机场,2005-09-28,4.7767,4.7327,22321199
600004.SH,白云机场,2005-09-29,4.7327,4.7956,22126852
600004.SH,白云机场,2005-09-30,4.8081,4.827,11224784
600004.SH,白云机场,2005-10-10,4.8081,4.7704,5566242
600004.SH,白云机场,2005-10-11,4.7767,4.8459,9462636
600004.SH,白云机场,2005-10-12,4.8521,4.8773,19741247
600004.SH,白云机场,2005-10-13,4.8773,4.739,32552962
600004.SH,白云机场,2005-10-14,4.739,4.6573,24651661
600004.SH,白云机场,2005-10-17,4.6196,4.5065,35514380
600004.SH,白云机场,2005-10-18,4.5065,4.5505,21563121
600004.SH,白云机场,2005-10-19,4.5505,4.6007,16218379
600004.SH,白云机场,2005-10-20,4.5882,4.6887,14057675
600004.SH,白云机场,2005-10-21,4.6887,4.8333,89433841
600004.SH,白云机场,2005-11-04,4.8396,4.9904,106474177
600004.SH,白云机场,2005-11-07,4.9778,4.9464,30268988
600004.SH,白云机场,2005-11-08,4.9464,4.9339,28663709
600004.SH,白云机场,2005-11-09,4.9464,4.9967,53022652
600004.SH,白云机场,2005-11-10,4.9653,4.9653,50800189
600004.SH,白云机场,2005-11-11,4.9653,5.0218,88908439
600004.SH,白云机场,2005-12-20,4.9364,4.9364,240161254
600004.SH,白云机场,2005-12-21,4.9438,5.1084,137215709
600004.SH,白云机场,2005-12-22,5.086,5.1458,86135615
600004.SH,白云机场,2005-12-23,5.1308,5.0635,90176364
600004.SH,白云机场,2005-12-26,5.0635,5.0411,89399422
600004.SH,白云机场,2005-12-27,5.0486,5.086,82257802
600004.SH,白云机场,2005-12-28,5.0635,5.0411,57292052
600004.SH,白云机场,2005-12-29,5.0186,5.056,78303822
600004.SH,白云机场,2005-12-30,5.056,5.056,63980844
600004.SH,白云机场,2006-01-04,5.0411,5.0635,68388182
600004.SH,白云机场,2006-01-05,5.0785,5.2056,85410415
600004.SH,白云机场,2006-01-06,5.2355,5.1757,60752972
600004.SH,白云机场,2006-01-09,5.2206,5.2281,39817003
600004.SH,白云机场,2006-01-10,5.1981,5.1682,66945847
600004.SH,白云机场,2006-01-11,5.1607,5.1757,37089410
600004.SH,白云机场,2006-01-12,5.1607,5.243,49281773
600004.SH,白云机场,2006-01-13,5.243,5.1907,68774427
600004.SH,白云机场,2006-01-16,5.1607,5.1159,54026373
600004.SH,白云机场,2006-01-17,5.1084,5.1009,51467486
600004.SH,白云机场,2006-01-18,5.1009,5.1383,70320248
600004.SH,白云机场,2006-01-19,5.1383,5.0486,67891709
600004.SH,白云机场,2006-01-20,5.0486,4.9214,68870823
600004.SH,白云机场,2006-01-23,4.9214,4.9364,53700618
600004.SH,白云机场,2006-01-24,4.9588,4.8541,79541111
600004.SH,白云机场,2006-01-25,4.8616,4.9289,49617990
600004.SH,白云机场,2006-02-06,4.9289,4.9663,44876732
600004.SH,白云机场,2006-02-07,4.9812,4.9214,66828980
600004.SH,白云机场,2006-02-08,4.9139,5.0037,68009960
600004.SH,白云机场,2006-02-09,5.0261,5.056,62629570
600004.SH,白云机场,2006-02-10,5.0635,4.9812,66211887
600004.SH,白云机场,2006-02-13,4.9887,5.0037,45663412
600004.SH,白云机场,2006-02-14,5.0112,5.0112,64906105
600004.SH,白云机场,2006-02-15,5.0261,4.9513,49872795
600004.SH,白云机场,2006-02-16,4.9513,4.8616,36118883
600004.SH,白云机场,2006-02-17,4.8616,4.8391,37664587
600004.SH,白云机场,2006-02-20,4.8317,4.8466,38061912
600004.SH,白云机场,2006-02-21,4.8391,4.8017,44408996
600004.SH,白云机场,2006-02-22,4.8242,4.8242,59411288
600004.SH,白云机场,2006-02-23,4.8242,4.7195,41770409
600004.SH,白云机场,2006-02-24,4.7195,4.7494,55615768
600004.SH,白云机场,2006-02-27,4.7494,4.7643,28468690
600004.SH,白云机场,2006-02-28,4.7718,4.8167,22133746
600004.SH,白云机场,2006-03-01,4.8092,4.8765,38890818
600004.SH,白云机场,2006-03-02,4.8616,4.7569,36909644
600004.SH,白云机场,2006-03-03,4.7494,4.7793,27237224
600004.SH,白云机场,2006-03-06,4.7793,4.7344,24174374
600004.SH,白云机场,2006-03-07,4.7269,4.6297,28959630
600004.SH,白云机场,2006-03-08,4.6297,4.5774,22732601
600004.SH,白云机场,2006-03-09,4.5774,4.5923,11086984
600004.SH,白云机场,2006-03-10,4.5923,4.5998,8194259
600004.SH,白云机场,2006-03-13,4.6073,4.6148,8744813
600004.SH,白云机场,2006-03-14,4.6222,4.6297,20871142
600004.SH,白云机场,2006-03-15,4.6148,4.6746,9960342
600004.SH,白云机场,2006-03-16,4.6746,4.6222,15112821
600004.SH,白云机场,2006-03-17,4.6372,4.6447,10839557
600004.SH,白云机场,2006-03-20,4.6447,4.6596,16695858
600004.SH,白云机场,2006-03-21,4.6596,4.7045,21204932
600004.SH,白云机场,2006-03-22,4.7045,4.7195,13253684
600004.SH,白云机场,2006-03-23,4.7494,4.6895,17558870
600004.SH,白云机场,2006-03-24,4.697,4.7419,34322143
600004.SH,白云机场,2006-03-27,4.7494,4.7643,44649416
600004.SH,白云机场,2006-03-28,4.7718,4.7419,17208874
600004.SH,白云机场,2006-03-29,4.7494,4.712,30902681
600004.SH,白云机场,2006-03-30,4.712,4.6447,26698024
600004.SH,白云机场,2006-03-31,4.6447,4.6372,13207145
600004.SH,白云机场,2006-04-03,4.6372,4.6522,23615098
600004.SH,白云机场,2006-04-04,4.6522,4.7195,29153975
600004.SH,白云机场,2006-04-05,4.7195,4.7718,38798276
600004.SH,白云机场,2006-04-06,4.7718,4.712,29903330
600004.SH,白云机场,2006-04-07,4.7195,4.6596,31205783
600004.SH,白云机场,2006-04-10,4.6522,4.712,58592877
600004.SH,白云机场,2006-04-11,4.712,4.7793,74428292
600004.SH,白云机场,2006-04-12,4.7569,4.7195,45996620
600004.SH,白云机场,2006-04-13,4.7195,4.6447,30121744
600004.SH,白云机场,2006-04-14,4.6372,4.697,24170206
600004.SH,白云机场,2006-04-17,4.6746,4.712,28516288
600004.SH,白云机场,2006-04-18,4.712,4.6596,28687974
600004.SH,白云机场,2006-04-19,4.6522,4.6148,41181997
600004.SH,白云机场,2006-04-20,4.6148,4.54,48068178
600004.SH,白云机场,2006-04-21,4.5325,4.5624,51743499
600004.SH,白云机场,2006-04-24,4.5474,4.3979,46386135
600004.SH,白云机场,2006-04-25,4.3754,4.4128,28406457
600004.SH,白云机场,2006-04-26,4.4128,4.5026,31329642
600004.SH,白云机场,2006-04-27,4.4876,4.4801,27341993
600004.SH,白云机场,2006-04-28,4.4278,4.4726,33375991
600004.SH,白云机场,2006-05-08,4.4726,4.5774,43354915
600004.SH,白云机场,2006-05-09,4.5923,4.7269,85583461
600004.SH,白云机场,2006-05-10,4.7494,4.7045,63480934
600004.SH,白云机场,2006-05-11,4.712,4.6596,82647741
600004.SH,白云机场,2006-05-12,4.6522,4.7943,97971691
600004.SH,白云机场,2006-05-15,4.8017,4.884,125324577
600004.SH,白云机场,2006-05-16,4.884,4.9214,162122013
600004.SH,白云机场,2006-05-17,4.9214,4.8691,83314248
600004.SH,白云机场,2006-05-18,4.8691,4.9214,65665700
600004.SH,白云机场,2006-05-19,4.9139,5.0186,98230839
600004.SH,白云机场,2006-05-22,5.0411,5.1607,152068433
600004.SH,白云机场,2006-05-23,5.1533,4.8765,99502798
600004.SH,白云机场,2006-05-24,4.899,4.8317,72001650
600004.SH,白云机场,2006-05-25,4.7868,4.8092,42054419
600004.SH,白云机场,2006-05-26,4.8242,4.8466,49039758
600004.SH,白云机场,2006-05-29,4.8242,4.9588,68774951
600004.SH,白云机场,2006-05-31,4.9364,4.8242,64107665
600004.SH,白云机场,2006-06-01,4.7868,4.9438,79635748
600004.SH,白云机场,2006-06-02,4.9513,4.9513,98365675
600004.SH,白云机场,2006-06-05,4.9513,5.1159,105074834
600004.SH,白云机场,2006-06-06,5.086,5.1981,152517747
600004.SH,白云机场,2006-06-07,5.1981,4.8616,103337029
600004.SH,白云机场,2006-06-08,4.8616,4.9738,93559352
600004.SH,白云机场,2006-06-09,4.9738,5.0336,98757240
600004.SH,白云机场,2006-06-12,5.0336,5.0261,53604082
600004.SH,白云机场,2006-06-13,5.0112,5.0112,62067191
600004.SH,白云机场,2006-06-14,4.9663,5.0037,54849447
600004.SH,白云机场,2006-06-15,5.1981,5.056,62839528
600004.SH,白云机场,2006-06-16,5.0934,5.1009,57484697
600004.SH,白云机场,2006-06-19,5.071,5.1234,68938288
600004.SH,白云机场,2006-06-20,5.1458,5.1458,54095264
600004.SH,白云机场,2006-06-21,5.1458,5.243,128760830
600004.SH,白云机场,2006-06-22,5.2355,5.1682,62241588
600004.SH,白云机场,2006-06-23,5.1607,5.1757,47529320
600004.SH,白云机场,2006-06-26,5.1757,5.1682,58194315
600004.SH,白云机场,2006-06-27,5.1533,5.0785,76110887
600004.SH,白云机场,2006-06-28,5.0785,5.1234,46249973
600004.SH,白云机场,2006-06-29,5.1308,5.1682,63102938
600004.SH,白云机场,2006-06-30,5.1682,5.1383,50169526
600004.SH,白云机场,2006-07-03,5.1458,5.2729,103033209
600004.SH,白云机场,2006-07-04,5.2954,5.3103,125622918
600004.SH,白云机场,2006-07-05,5.3029,5.3178,76278180
600004.SH,白云机场,2006-07-06,5.3178,5.4001,94916679
600004.SH,白云机场,2006-07-07,5.4001,5.4001,94463224
600004.SH,白云机场,2006-07-10,5.3851,5.3103,51006923
600004.SH,白云机场,2006-07-11,5.3103,5.3178,31067519
600004.SH,白云机场,2006-07-12,5.3103,5.2505,39281043
600004.SH,白云机场,2006-07-13,5.2355,4.9962,85540919
600004.SH,白云机场,2006-07-14,4.9738,5.0186,33880708
600004.SH,白云机场,2006-07-17,5.0112,5.0486,30120327
600004.SH,白云机场,2006-07-18,5.0486,5.0112,18671013
600004.SH,白云机场,2006-07-19,5.0112,4.9588,24496985
600004.SH,白云机场,2006-07-20,4.9513,5.0186,19061452
600004.SH,白云机场,2006-07-21,5.0338,5.0186,13026251
600004.SH,白云机场,2006-07-24,4.9731,5.0186,13456875
600004.SH,白云机场,2006-07-25,5.0035,5.087,20921151
600004.SH,白云机场,2006-07-26,5.087,5.0642,13169593
600004.SH,白云机场,2006-07-27,5.049,5.011,22569856
600004.SH,白云机场,2006-07-28,5.011,4.9731,23574508
600004.SH,白云机场,2006-07-31,4.9807,4.8516,25792338
600004.SH,白云机场,2006-08-01,4.844,4.8288,13838589
600004.SH,白云机场,2006-08-02,4.8288,4.8212,25699477
600004.SH,白云机场,2006-08-03,4.8288,4.8136,11730573
600004.SH,白云机场,2006-08-04,4.8212,4.8668,26082939
600004.SH,白云机场,2006-08-07,4.8516,4.8061,14347803
600004.SH,白云机场,2006-08-08,4.7985,4.8668,14219015
600004.SH,白云机场,2006-08-09,4.8896,4.8592,20087626
600004.SH,白云机场,2006-08-10,4.8592,4.8972,12476838
600004.SH,白云机场,2006-08-11,4.8972,4.9275,16606875
600004.SH,白云机场,2006-08-14,4.9351,4.8592,14048609
600004.SH,白云机场,2006-08-15,4.8592,4.8972,10227796
600004.SH,白云机场,2006-08-16,4.9048,4.9275,16224567
600004.SH,白云机场,2006-08-17,4.9351,4.8744,11228584
600004.SH,白云机场,2006-08-18,4.8896,4.844,13601935
600004.SH,白云机场,2006-08-21,4.7985,4.9275,22601270
600004.SH,白云机场,2006-08-22,4.9199,4.9427,28420948
600004.SH,白云机场,2006-08-23,4.9427,4.9275,11392906
600004.SH,白云机场,2006-08-24,4.9351,4.9883,17173547
600004.SH,白云机场,2006-08-25,4.9883,5.0262,72101596
600004.SH,白云机场,2006-08-28,5.0262,5.0642,22352486
600004.SH,白云机场,2006-08-29,5.0414,4.9579,62074588
600004.SH,白云机场,2006-08-30,4.9579,4.9503,19195139
600004.SH,白云机场,2006-08-31,4.9579,4.9048,31968226
600004.SH,白云机场,2006-09-01,4.8972,4.882,20545926
600004.SH,白云机场,2006-09-04,4.882,4.9351,15471283
600004.SH,白云机场,2006-09-05,4.9351,4.9351,14963487
600004.SH,白云机场,2006-09-06,4.9351,4.9351,20022823
600004.SH,白云机场,2006-09-07,4.9351,4.8896,20197783
600004.SH,白云机场,2006-09-08,4.8896,4.9048,11361435
